time,cwnd
37.506,33166
37.506,33216
37.506,33266
37.506,33316
37.506,33367
37.506,33417
37.506,33467
37.545,33517
37.545,33566
37.545,33616
37.545,33666
37.545,33716
37.545,33765
37.545,33815
37.545,33864
37.545,33913
37.545,33963
37.545,34012
37.545,34061
37.546,34110
37.546,34159
37.546,34208
37.546,34257
37.546,34306
37.546,34354
37.546,34403
37.546,34451
37.546,34500
37.546,34548
37.546,34597
37.547,34645
37.547,34693
37.547,34741
37.547,34790
37.547,34838
37.547,34886
37.585,34933
37.585,34981
37.585,35029
37.585,35077
37.586,35124
37.586,35172
37.586,35219
37.586,35267
37.586,35314
37.586,35362
37.586,35409
37.586,35456
37.586,35503
37.586,35550
37.586,35597
37.586,35644
37.587,35691
37.587,35738
37.587,35785
37.587,35831
37.587,35878
37.587,35924
37.587,35971
37.587,36017
37.587,36064
37.587,36110
37.587,36156
37.588,36203
37.588,36249
37.588,36295
37.626,36341
37.626,36387
37.626,36433
37.626,36479
37.626,36524
37.626,36570
37.626,36616
37.627,36662
37.627,36707
37.627,36753
37.627,36798
37.627,36844
37.627,36889
37.627,36934
37.627,36979
37.627,37025
37.627,37070
37.628,37115
37.628,37160
37.628,37205
37.628,37250
37.628,37295
37.628,37339
37.628,37384
37.628,37429
37.628,37473
37.628,37518
37.628,37563
37.628,37607
37.629,37651
37.629,37696
37.666,37740
37.667,37784
37.667,37829
37.667,37873
37.667,37917
37.667,37961
37.667,38005
37.667,38049
37.667,38093
37.667,38137
37.667,38181
37.668,38224
37.668,38268
37.668,38312
37.668,38355
37.668,38399
37.668,38442
37.668,38486
37.668,38529
37.668,38573
37.668,38616
37.668,38659
37.668,38702
37.669,38746
37.669,38789
37.669,38832
37.669,38875
37.669,38918
37.669,38961
37.669,39004
37.669,39047
37.669,39089
37.707,39132
37.708,39175
37.708,39217
37.708,39260
37.708,39303
37.708,39345
37.708,39388
37.708,39430
37.709,39472
37.709,39515
37.709,39557
37.709,39599
37.709,39641
37.709,39684
37.709,39726
37.709,39768
37.710,39810
37.710,39852
37.710,39894
37.710,39936
37.710,39977
37.710,40019
37.710,40061
37.710,40103
37.710,40144
37.711,40186
37.711,40227
37.711,40269
37.711,40311
37.711,40352
37.711,40393
37.711,40435
37.711,40476
37.711,40517
37.748,40559
37.748,40600
37.749,40641
37.749,40682
37.749,40723
37.749,40764
37.749,40805
37.749,40846
37.749,40887
37.749,40928
37.750,40969
37.750,41009
37.750,41050
37.750,41091
37.750,41132
37.750,41172
37.750,41213
37.750,41253
37.750,41294
37.751,41334
37.751,41375
37.751,41415
37.751,41455
37.751,41496
37.751,41536
37.752,41576
37.752,41616
37.752,41657
37.752,41697
37.752,41737
37.752,41777
37.752,41817
37.752,41857
37.752,41897
37.752,41937
37.789,41976
37.789,42016
37.789,42056
37.789,42096
37.789,42135
37.789,42175
37.790,42215
37.790,42254
37.790,42294
37.790,42333
37.790,42373
37.790,42412
37.790,42452
37.790,42491
37.791,42530
37.791,42570
37.791,42609
37.791,42648
37.791,42687
37.791,42726
37.791,42765
37.791,42805
37.791,42844
37.792,42883
37.792,42922
37.792,42960
37.792,42999
37.792,43038
37.792,43077
37.792,43116
37.792,43155
37.793,43193
37.793,43232
37.793,43271
37.793,43309
37.793,43348
37.829,43386
37.830,43425
37.830,43463
37.830,43502
37.830,43540
37.830,43579
37.830,43617
37.830,43655
37.830,43693
37.831,43732
37.831,43770
37.831,43808
37.831,43846
37.831,43884
37.831,43922
37.831,43960
37.832,43998
37.832,44036
37.832,44074
37.832,44112
37.832,44150
37.832,44188
37.832,44226
37.832,44264
37.832,44301
37.833,44339
37.834,44377
37.834,44414
37.834,44452
37.834,44490
37.834,44527
37.834,44565
37.834,44602
37.835,44640
37.835,44677
37.835,44715
37.835,44752
37.870,44789
37.870,44827
37.870,44864
37.871,44901
37.871,44938
37.871,44975
37.871,45013
37.871,45050
37.871,45087
37.871,45124
37.872,45161
37.872,45198
37.872,45235
37.872,45272
37.872,45309
37.872,45346
37.873,45382
37.873,45419
37.873,45456
37.873,45493
37.873,45530
37.873,45566
37.873,45603
37.873,45640
37.873,45676
37.873,45713
37.873,45749
37.874,45786
37.874,45822
37.875,45859
37.875,45895
37.875,45932
37.875,45968
37.875,46004
37.875,46041
37.875,46077
37.875,46113
37.875,46149
37.911,46186
37.911,46222
37.911,46258
37.911,46294
37.912,46330
37.912,46366
37.912,46402
37.912,46438
37.912,46474
37.912,46510
37.913,46546
37.913,46582
37.913,46618
37.913,46654
37.913,46690
37.913,46725
37.914,46761
37.914,46797
37.914,46833
37.914,46868
37.914,46904
37.914,46939
37.914,46975
37.915,47011
37.915,47046
37.915,47082
37.915,47117
37.915,47153
37.915,47188
37.916,47224
37.916,47259
37.916,47294
37.916,47330
37.916,47365
37.916,47400
37.916,47435
37.917,47471
37.917,47506
37.917,47541
37.917,47576
37.956,47611
37.957,47646
37.957,47681
37.957,47716
37.958,47751
37.958,47786
37.958,47821
37.959,47856
37.959,47891
37.959,47926
37.959,47961
37.960,47996
37.960,48031
37.960,48065
37.961,48100
37.961,48135
37.962,48170
37.962,48204
37.962,48239
37.962,48274
37.963,48308
37.963,48343
37.963,48377
37.963,48412
37.964,48447
37.964,48481
37.964,48515
37.965,48550
37.965,48584
37.965,48619
37.966,48653
37.966,48687
37.966,48722
37.966,48756
37.967,48790
37.967,48825
37.967,48859
37.967,48893
37.968,48927
37.968,48961
37.968,48995
38.019,37837
38.060,34346
38.142,17173
38.193,17270
38.256,8635
38.296,9022
38.409,4511
38.456,4881
38.630,2441
38.675,3125
38.941,2360
38.982,3068
39.377,2360
39.418,3068
39.991,2360
40.031,3776
40.855,2360
40.895,3068
40.960,2360
41.000,3068
41.001,2360
41.042,3776
41.043,2360
41.083,3068
41.085,2360
41.125,3776
41.126,2360
41.167,3068
41.168,2360
41.208,3068
41.210,2360
41.250,3776
41.251,2360
41.292,3068
41.293,2360
41.333,3068
41.335,2360
41.375,3068
41.376,2360
41.417,3068
41.418,2360
41.458,3068
41.460,2360
41.500,3776
41.501,2360
41.542,3068
41.543,2360
41.583,3068
41.584,2360
41.625,3068
41.626,2360
41.666,3068
41.668,2360
41.708,3068
41.709,2360
41.750,10148
41.806,10313
41.806,10475
41.806,10634
41.806,10791
41.806,10946
41.806,11099
41.806,11249
41.806,11398
41.806,11544
41.851,11689
41.851,11832
41.851,11973
41.851,12113
41.851,12251
41.851,12387
41.851,12522
41.852,12656
41.852,12788
41.852,12918
41.891,13048
41.892,13176
41.892,13302
41.892,13428
41.892,13553
41.892,13676
41.892,13798
41.892,13919
41.892,14039
41.892,14158
41.892,14276
41.932,14393
41.932,14509
41.932,14624
41.932,14739
41.932,14852
41.933,14965
41.933,15076
41.933,15187
41.933,15297
41.933,15406
41.933,15515
41.933,15622
41.933,15729
41.973,15836
41.973,15941
41.973,16046
41.973,16150
41.973,16254
41.973,16356
41.973,16458
41.973,16560
41.973,16661
41.974,16761
41.974,16861
41.974,16960
41.974,17059
41.974,17156
42.013,17254
42.013,17351
42.013,17447
42.013,17543
42.013,17638
42.013,17733
42.013,17827
42.014,17921
42.014,18014
42.014,18107
42.014,18199
42.014,18291
42.014,18382
42.014,18473
42.014,18563
42.068,18653
42.068,18743
42.068,18832
42.069,18921
42.069,19009
42.069,19097
42.069,19185
42.069,19272
42.069,19358
42.069,19445
42.070,19531
42.070,19616
42.070,19701
42.070,19786
42.070,19871
42.071,19955
42.108,20038
42.108,20122
42.108,20205
42.109,20288
42.109,20370
42.109,20452
42.109,20534
42.109,20615
42.109,20696
42.109,20777
42.110,20857
42.110,20937
42.110,21017
42.110,21097
42.110,21176
42.110,21255
42.111,21333
42.149,21412
42.149,21490
42.149,21567
42.149,21645
42.149,21722
42.149,21799
42.150,21876
42.150,21952
42.150,22028
42.150,22104
42.150,22180
42.150,22255
42.150,22330
42.150,22405
42.150,22479
42.151,22554
42.151,22628
42.151,22702
42.151,22775
42.189,22849
42.189,22922
42.190,22995
42.190,23067
42.190,23140
42.190,23212
42.190,23284
42.190,23356
42.190,23427
