iteration,loss,delay,jitter,md5_hash,ttc
0,1,20,0,cc83be85db391e9396e1427b3e124968,46.03444218635559
0,2,20,0,cc83be85db391e9396e1427b3e124968,49.73458385467529
0,3,20,0,cc83be85db391e9396e1427b3e124968,50.15729022026062
0,4,20,0,cc83be85db391e9396e1427b3e124968,53.18506145477295
0,5,20,0,cc83be85db391e9396e1427b3e124968,55.835216760635376
